========================================================================================================================
                                 SWMHD VARIABLE-DEPTH BRANCH CLASSIFICATION REPORT
========================================================================================================================
Parameters: Omega=5.0e-05 rad/s, H0=500.0 m, g=9.81 m/s^2, B0=5.0e-04 T, rho0=1000.0 kg/m^3, C=0.0
Domain: r1=5.0e+05 m, r2=1.0e+06 m, N_col=64
------------------------------------------------------------------------------------------------------------------------
  m |   omega [s^-1] |  hat_omega |       Branch |   n | WKB Pred [s^-1] | Abs Error [s^-1] |  ODE L2 Residual
  3 |  -3.540194e-03 |   -35.4019 |   unassigned |   - |              - |               - |     3.198174e-15
  3 |  -3.101506e-03 |   -31.0151 |   unassigned |   - |              - |               - |     2.144663e-15
  3 |  -2.663478e-03 |   -26.6348 |   unassigned |   - |              - |               - |     6.277414e-15
  3 |  -1.359650e-03 |   -13.5965 |   unassigned |   - |              - |               - |     7.223046e-15
  3 |   1.362936e-03 |    13.6294 |   unassigned |   - |              - |               - |     8.027253e-15
  3 |   2.664311e-03 |    26.6431 |   unassigned |   - |              - |               - |     2.445023e-15
  3 |   3.102118e-03 |    31.0212 |   unassigned |   - |              - |               - |     2.654949e-15
  3 |   3.540663e-03 |    35.4066 |   unassigned |   - |              - |               - |     3.228101e-15
  3 |   3.979697e-03 |    39.7970 |   unassigned |   - |              - |               - |     1.202840e-15
  3 |   4.419071e-03 |    44.1907 |   unassigned |   - |              - |               - |     6.943126e-16
  3 |   4.858691e-03 |    48.5869 |   unassigned |   - |              - |               - |     2.645097e-15
  4 |  -4.865425e-03 |   -48.6542 |   unassigned |   - |              - |               - |     1.470753e-15
  4 |  -4.426443e-03 |   -44.2644 |   unassigned |   - |              - |               - |     2.183111e-15
  4 |  -3.987842e-03 |   -39.8784 |   unassigned |   - |              - |               - |     2.273646e-15
  4 |  -3.549760e-03 |   -35.4976 |   unassigned |   - |              - |               - |     1.428587e-15
  4 |  -3.112416e-03 |   -31.1242 |   unassigned |   - |              - |               - |     2.306419e-15
  4 |  -2.676171e-03 |   -26.7617 |   unassigned |   - |              - |               - |     2.746633e-15
  4 |  -1.384420e-03 |   -13.8442 |   unassigned |   - |              - |               - |     4.816185e-15
  4 |  -9.252082e-05 |    -0.9252 |   unassigned |   - |              - |               - |     2.262809e-12
  4 |   2.677282e-03 |    26.7728 |   unassigned |   - |              - |               - |     2.140394e-15
  4 |   3.113233e-03 |    31.1323 |   unassigned |   - |              - |               - |     2.788236e-15
  4 |   3.550386e-03 |    35.5039 |   unassigned |   - |              - |               - |     3.840468e-15
  4 |   3.988337e-03 |    39.8834 |   unassigned |   - |              - |               - |     2.068123e-15
  4 |   4.426844e-03 |    44.2684 |   unassigned |   - |              - |               - |     4.978847e-16
  4 |   4.865756e-03 |    48.6576 |   unassigned |   - |              - |               - |     2.296692e-15
  5 |  -4.874401e-03 |   -48.7440 |   unassigned |   - |              - |               - |     7.972679e-16
  5 |  -4.436306e-03 |   -44.3631 |   unassigned |   - |              - |               - |     2.148734e-15
  5 |  -3.998785e-03 |   -39.9879 |   unassigned |   - |              - |               - |     1.139130e-15
  5 |  -3.562049e-03 |   -35.6205 |   unassigned |   - |              - |               - |     8.764632e-16
  5 |  -3.126424e-03 |   -31.2642 |   unassigned |   - |              - |               - |     2.714415e-15
  5 |  -2.692452e-03 |   -26.9245 |   unassigned |   - |              - |               - |     2.967403e-15
  5 |  -1.415892e-03 |   -14.1589 |   unassigned |   - |              - |               - |     1.121268e-15
  5 |   1.421375e-03 |    14.2138 |   unassigned |   - |              - |               - |     3.260700e-15
  5 |   2.693842e-03 |    26.9384 |   unassigned |   - |              - |               - |     2.552006e-15
  5 |   3.127446e-03 |    31.2745 |   unassigned |   - |              - |               - |     1.706500e-15
  5 |   3.562831e-03 |    35.6283 |   unassigned |   - |              - |               - |     1.185165e-15
  5 |   3.999404e-03 |    39.9940 |   unassigned |   - |              - |               - |     6.255699e-16
  5 |   4.436807e-03 |    44.3681 |   unassigned |   - |              - |               - |     1.295154e-15
  5 |   4.874815e-03 |    48.7481 |   unassigned |   - |              - |               - |     8.533825e-16
  6 |  -4.885361e-03 |   -48.8536 |   unassigned |   - |              - |               - |     1.389033e-15
  6 |  -4.448346e-03 |   -44.4835 |   unassigned |   - |              - |               - |     1.216924e-15
  6 |  -4.012139e-03 |   -40.1214 |   unassigned |   - |              - |               - |     1.417327e-15
  6 |  -3.577035e-03 |   -35.7703 |   unassigned |   - |              - |               - |     2.164772e-15
  6 |  -3.143494e-03 |   -31.4349 |   unassigned |   - |              - |               - |     2.150640e-15
  6 |  -2.712267e-03 |   -27.1227 |   unassigned |   - |              - |               - |     3.931155e-15
  6 |  -1.453728e-03 |   -14.5373 |   unassigned |   - |              - |               - |     1.869246e-15
  6 |   2.713936e-03 |    27.1394 |   unassigned |   - |              - |               - |     2.523642e-15
  6 |   3.144721e-03 |    31.4472 |   unassigned |   - |              - |               - |     2.221943e-15
  6 |   3.577975e-03 |    35.7797 |   unassigned |   - |              - |               - |     1.480238e-15
  6 |   4.012881e-03 |    40.1288 |   unassigned |   - |              - |               - |     9.975892e-16
  6 |   4.448947e-03 |    44.4895 |   unassigned |   - |              - |               - |     1.227106e-15
  6 |   4.885858e-03 |    48.8586 |   unassigned |   - |              - |               - |     6.555132e-16
